system:index,EVI,LAI,LST,NDVI,NDWI,Pol_moisture,RAD_topo,SAVI,SWC_db,SWC_norm,VV_VH_ratio,fecha,lat,lon,system_time_start,.geo
20230705T144729_20230705T145954_T19JBG,0.9971075454133246,-5.712323168521328,22.15545870502873,0.13020509031320224,-0.33313977555671015,0.24880695296592276,18.251795327927514,0.19528540334854286,-5.909114752313693,0.5129870601710318,0.699101425692877,20230705,-30.66013176593417,-71.66429952042003,1.688569285006E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230722T143729_20230722T145037_T19JBG,1.985450249514661,-5.712867324012414,,0.12983028480707495,-0.1874672317297659,0.2399309267064126,19.81320243457516,0.19472690283502067,-6.066257480549195,0.5009209619830453,0.6730617585570511,20230722,-30.66013176593417,-71.66429952042003,1.690037490097E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230903T144729_20230903T145114_T19JBG,3.7842023681313948,-5.435834742355476,,0.24218930349662068,-0.3001101447282348,0.2600538839555057,27.826881258723326,0.36324563213176586,-5.741074325534953,0.5406850060499103,0.6962091363745759,20230903,-30.66013176593417,-71.66429952042003,1.693753283354E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230908T144731_20230908T145049_T19JBG,2.5359967670871995,-5.433676576735613,,0.2430874673886931,-0.30685352790171294,0.18462723035254894,28.966384169049192,0.3645933680608213,-5.688315183547183,0.5456908053104158,0.6576329724408343,20230908,-30.66013176593417,-71.66429952042003,1.694185284764E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230923T144729_20230923T145344_T19JBG,2.2025171057476953,-5.5126759702276145,32.32319863744316,0.21271239457162425,-0.31324841689035954,0.21260751813964968,32.38525925754339,0.3190352625818145,-6.483557784055686,0.4410570149986975,0.6607394516748429,20230923,-30.66013176593417,-71.66429952042003,1.695481283124E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231005T143731_20231005T145000_T19JBG,1.6743742522033127,-5.548566039296265,33.639086037234556,0.19851829702550586,-0.3236624786396248,0.23361243608402732,34.982788265993555,0.2977487678873463,-6.181270765180338,0.4800433330698578,0.6697931217463449,20231005,-30.66013176593417,-71.66429952042003,1.696517485186E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231122T144729_20231122T145355_T19JBG,1.1249741566328606,-5.676948337733997,,0.14544160459265684,-0.3322421435224252,0.25143317088271677,42.21653934056914,0.2181406742093822,-5.980127162880231,0.511636916306969,0.6899026744599723,20231122,-30.66013176593417,-71.66429952042003,1.70066527511E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231227T144731_20231227T145809_T19JBG,0.8825844600208479,-5.726589995348875,44.55575464006925,0.12397416900882786,-0.3469866311851584,0.22308301833354524,43.46224178742149,0.185942336882381,-6.335708880168526,0.46414170419170186,0.6707246359459968,20231227,-30.66013176593417,-71.66429952042003,1.703689276666E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231229T143749_20231229T144620_T19JBG,1.115451178668659,-5.736915732664634,44.55575464006925,0.11944741881803989,-0.31990879098210195,0.22308301833354524,43.42793383432975,0.17915484218739414,-6.335708880168526,0.46414170419170186,0.6707246359459968,20231229,-30.66013176593417,-71.66429952042003,1.703861485338E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240313T143741_20240313T144916_T19JBG,0.9041772990009364,-5.738919251055454,34.41790829644475,0.11856550006593437,-0.33672985452294263,0.25844741802777743,33.8843784261475,0.17783043392304831,-5.841858254933825,0.5253348695763007,0.7025995852749728,20240313,-30.66013176593417,-71.66429952042003,1.710341483954E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240318T143739_20240318T144611_T19JBG,0.881748257000995,-5.746577814580598,34.41790829644475,0.11518485676656913,-0.3349764390224202,0.2279189390244465,32.769619505668594,0.1727599831732366,-6.286583932196133,0.467869016960617,0.6777062501220525,20240318,-30.66013176593417,-71.66429952042003,1.710773483417E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240402T143741_20240402T144320_T19JBG,0.8209865873164426,-5.758977043181711,30.690050750588032,0.10968645109352623,-0.3434445577150217,0.22403128671588443,29.30554864530618,0.16451237894439644,-6.3351651781312155,0.46093507583638843,0.6750970307189017,20240402,-30.66013176593417,-71.66429952042003,1.712069482137E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240415T144731_20240415T145019_T19JBG,0.9121188561483464,-5.748252828545807,36.59057713892254,0.11445280291676797,-0.33220571269720683,0.24019658743127517,26.329873712444968,0.17166037932734984,-6.19946341817117,0.4815586317907874,0.6765561401699958,20240415,-30.66013176593417,-71.66429952042003,1.713193282204E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240417T143749_20240417T144059_T19JBG,0.8978076672825318,-5.72724479669238,36.59057713892254,0.12369761723269997,-0.3412624174036539,0.27921137926227413,25.887624324238384,0.18552676405735163,-5.573416598319455,0.5599187017566349,0.7116580323883748,20240417,-30.66013176593417,-71.66429952042003,1.713365485168E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240517T143739_20240517T144516_T19JBG,1.0199680086226484,-5.700579948300148,23.75231712428924,0.1352798712061268,-0.33476330122194675,0.22885732623111432,20.339593422893007,0.20289774867652025,-6.178016551253275,0.4849977054002287,0.6688382023211265,20240517,-30.66013176593417,-71.66429952042003,1.715957482182E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
