TIMESTAMP,T,E
2022-07-04,0.034829883747051996,0.8208384950743265
2022-07-05,0.10568581507753559,1.0275362035701974
2022-07-06,0.134748808441619,0.9987967929818411
2022-07-07,0.17518735085785458,0.935668552501034
2022-07-08,0.1822019483664579,0.9900150736094229
2022-07-09,0.3748634021971276,0.9523332667577193
2022-07-10,0.06915965377285835,1.481905878859623
2022-07-11,0.0,1.740436233039527
2022-07-12,0.05869555746095637,2.095917012340815
2022-07-13,0.19373968029280678,1.0923306426183497
2022-07-14,0.2168147335045055,1.2871890982918484
2022-07-15,0.04793950930217903,0.931892669235695
2022-07-16,0.06461200952743545,1.3204882666535975
2022-07-17,0.10444469085462192,1.6003965596844973
2022-07-18,0.22366781621846102,0.689692092142647
2022-07-19,0.21148373286183175,0.5509636853044484
2022-07-20,0.061116437048733166,0.4035298607662991
2022-07-21,0.1277009837979411,0.27421385854072733
2022-07-22,0.21343818354262095,0.1822224378081231
2022-07-23,0.2177413824968855,0.1068907642498295
2022-07-24,0.2885343522957868,0.16598070158765388
2022-07-25,0.26062927705459804,0.15055234812100726
2022-07-26,0.3209630591057993,0.15947954614390297
2022-07-27,0.27826936319732243,0.4521736374530192
2022-07-28,0.3187601308953582,0.24687580261599515
2022-07-29,0.20279277714609364,0.15802693835723242
2022-07-30,0.17587720445184843,0.1662268229999403
2022-07-31,0.3376920400882045,0.1545376004415342
2022-08-01,0.18736351202155754,0.1304816950194655
2022-08-02,0.21026227089981767,0.15850445613782702
2022-08-03,0.15644640486938,0.20024169868049618
2022-08-04,0.6341922291797175,0.272665012745191
2022-08-05,0.5019118638517132,0.07805064276770801
2022-08-06,0.23406479190597368,0.24963640797065179
2022-08-07,0.2940597975432133,1.7257975731993438
2022-08-08,0.5041048261227314,1.0573834576467938
2022-08-09,0.7808374530599109,0.3869632389219806
2022-08-10,0.5903750346904584,0.6569036639635812
2022-08-11,0.35341512044983314,0.3000542725304813
2022-08-12,0.5583597391322013,0.2823483865807753
2022-08-13,0.754919543594797,0.40862061400159116
2022-08-14,0.49401924458400875,0.2302682846641706
2022-08-15,0.6008220847780186,0.9222874357125712
2022-08-16,0.9825248005592137,0.2732771602083771
2022-08-17,0.5994213054196522,0.23096256967983309
2022-08-18,0.8645903317204349,0.4143088995541564
2022-08-19,0.9559910290202692,0.3353779687871235
2022-08-20,0.5933600881763096,0.1314304283435787
2022-08-21,0.2143909295503332,0.1276678717735914
2022-08-22,0.31611996737927595,0.2177212784024362
2022-08-23,0.6334291863188698,0.13106714670134653
2022-08-24,0.6035463537477975,0.27377055725784516
2022-08-25,0.7600349211062255,0.4482899316128874
2022-08-26,0.3163600732719766,0.13318412497919627
2022-08-27,0.5211004611265025,0.20105506524557068
2022-08-28,0.7085061360637667,0.20778296446264233
2022-08-29,0.3568898629305656,0.3764006806440186
2022-08-30,0.415259029874584,0.1410496609662952
2022-08-31,0.456242345199091,0.1720348068713674
2022-09-01,0.5133010898443104,0.13692264592517372
2022-09-02,0.7689392312508891,0.1998447308256459
2022-09-03,0.6576127328719298,0.21900907757670451
2022-09-04,0.5551290166744507,0.394144446950281
2022-09-05,0.5605075852848959,0.35545133356830644
2022-09-06,0.4414224571308995,0.3783160509722907
2022-09-07,0.28597200593689676,0.2673641835810978
2022-09-08,0.6071430976260319,1.042861502122484
2022-09-09,0.931490863726564,0.27807699370743005
2022-09-10,0.19587032880738509,0.13847756525130003
2022-09-11,0.5532208026185597,0.22818435877910498
2022-09-12,0.5019120495229846,0.10198669958362014
2022-09-13,0.6227797709931396,0.136029089296232
2022-09-14,0.8445518530774552,0.8014746831028242
2022-09-15,0.546582951190373,0.12955794669117512
2022-09-16,0.3161933753324235,0.12915090400443052
2022-09-17,0.5097783961367638,0.08985552786823872
2022-09-18,0.48674934453112867,0.03373878972396772
2022-09-19,0.4506221215046355,0.014267627784745763
2022-09-20,0.496233359382479,0.13140847010128687
2022-09-21,0.7259363704810236,0.2915710978002698
2022-09-22,0.9143098949290364,0.6073630436197603
2022-09-23,0.4271437693166243,0.04324533886848366
2022-09-24,0.26792314836439973,0.17146839369633707
2022-09-25,0.6774654736722994,0.18923630878474493
2022-09-26,0.5148932413747841,0.08386362386968471
2022-09-27,0.34833905709144697,0.05697302713540973
2022-09-28,0.20240012395016319,0.04564963228261174
2022-09-29,0.2558111802148606,0.10185214926792713
2022-09-30,0.3916558149590718,0.12552205428807664
2022-10-01,0.23028484082620085,0.1355228463393013
2022-10-02,0.3604906346861487,0.05839259298107009
2022-10-03,0.33477362141113637,0.3224547313091823
2022-10-04,0.4868233859609866,0.2793832912086054
2022-10-05,0.5167675838044562,0.8807109557054875
2022-10-06,0.7188296837467755,0.3739487293105996
2022-10-07,0.625368835289012,0.3135514435639566
2022-10-08,0.4062140995347685,0.1340542525808742
2022-10-09,0.677983396295486,0.22346592805741936
2022-10-10,0.24185020287810272,0.04011632436885125
2022-10-11,0.5276338191363157,0.2593364746759702
2022-10-12,0.3287424285940078,0.11617506415311829
2022-10-13,0.3864021428973167,0.11666798368982066
2022-10-14,0.8719514984412344,0.40020484828080355
2022-10-15,0.32264140031062066,0.09061223207708463
2022-10-16,0.2297488644379072,0.1573318614466728
2022-10-17,0.32038238037704136,0.02322797480243267
2022-10-18,0.452602018525253,0.1808783278432199
2022-10-19,0.27828171874121366,0.9096802996973034
2022-10-20,0.6649587232528806,0.5456586956223943
2022-10-21,0.5560125624640109,0.16707738856405802
2022-10-22,0.47297259762425287,0.21423618876345063
2022-10-23,0.3511028855181058,0.09134702661474249
2022-10-24,0.4244486722388752,0.21045021758136956
2022-10-25,0.2299485986420242,0.16817330979335768
2022-10-26,0.6026970733666848,0.23539834376073376
2022-10-27,0.4316289557218082,0.0683725146123927
2022-10-28,0.41097800146310476,0.07363253465472665
2022-10-29,0.34175923594844193,0.4166970628705895
2022-10-30,0.3211705720094856,0.06483594723095568
2022-10-31,0.6309751212660972,0.15338921181590148
2022-11-01,0.36442163098181457,0.03948560024073964
2022-11-02,0.17616029936691902,0.3045032227252279
2022-11-03,0.2041962275939722,0.015593358310907317
2022-11-04,0.13191827957379323,0.09213280692496797
2022-11-05,0.22091432306986336,0.032162277730166736
2022-11-06,0.2524222094103931,0.03891141908960541
2022-11-07,0.2157525778604091,0.06296252573660607
2022-11-08,0.09924515054083168,0.2338755149273887
2022-11-09,0.2900222779894256,0.0
2022-11-10,0.19852038795291962,0.07060643792229229
2022-11-11,0.28712576023453357,0.034715046182342765
2022-11-12,0.2495439817509479,0.1328100487045455
2022-11-13,0.45672582296972297,0.2992995238890617
2022-11-14,0.9448285901418995,0.7287036036056149
2022-11-15,0.45381746806985473,0.0520405053282678
2022-11-16,0.14556012171210952,0.060265801144878
2022-11-17,0.3040081278220355,0.0137667572057203
2022-11-18,0.31187114564335533,0.0436410185500663
2022-11-19,0.1967272458279245,0.0622465601609331
2022-11-20,0.3202333281221538,0.14774912101148407
2022-11-21,0.42255582808745523,0.34357360432610484
2022-11-22,0.1813931246249566,0.024392678526243102
2022-11-23,0.1695971957560108,0.055412146058002106
2022-11-24,0.22453107838361952,0.04673925077991633
2022-11-25,0.21017676306715444,0.22232712064406035
2022-11-26,0.1874135503916743,0.10448499376029745
2022-11-27,0.16630710559431416,0.008979918992236224
2022-11-28,0.1276886832730318,0.03944641303769855
2022-11-29,0.16786058124461803,0.10297440065521535
2022-11-30,0.23322759173618707,0.19981013062569353
2022-12-01,0.2302530090379593,0.0337289313659345
2022-12-02,0.16992485305738844,0.002572037021541558
2022-12-03,0.2987931926836315,0.24984531104464372
2022-12-04,0.2420087051108103,0.1653701424398476
2022-12-05,0.17679135527804501,0.021555360086765576
2022-12-06,0.3622636298893904,0.2415160210690323
2022-12-07,0.4264852587593827,0.2166282291746202
2022-12-08,0.24200190214181813,0.07399455433070659
2022-12-09,0.1606440698753018,1.7996483223753774
2022-12-10,0.2248882652773172,0.2564452399234376
2022-12-11,0.2815116653853307,0.07389018939557619
2022-12-12,0.3000792748276638,0.27769897494185003
2022-12-13,0.25097011083230897,0.027907463445966806
2022-12-14,0.4302702204117526,0.364841278468178
2022-12-15,0.4032665489281619,0.42889107878154614
2022-12-16,0.1524142047660175,0.07243914286361212
2022-12-17,0.1574346098528463,0.0411236112239207
2022-12-18,0.11951547400809968,0.09739970125041285
2022-12-19,0.13054600912924388,0.09887750903752494
2022-12-20,0.8207938528538984,0.40021456259398247
2022-12-21,0.8995636305123986,0.5797027121363849
2022-12-22,0.7019888831891151,0.3282452292160819
