TIMESTAMP,T,E,WUE
2022-07-04,0.0348298837470519,0.8208384950743265,0.040704885922075974
2022-07-05,0.1056858150775355,1.0275362035701974,0.0932613497959118
2022-07-06,0.134748808441619,0.9987967929818412,0.11887374294638606
2022-07-07,0.1751873508578545,0.935668552501034,0.15770483851968697
2022-07-08,0.1822019483664579,0.9900150736094228,0.15543363127361823
2022-07-09,0.3748634021971276,0.9523332667577192,0.2824475158548495
2022-07-10,0.0691596537728583,1.481905878859623,0.044588479543788175
2022-07-11,0.0,1.740436233039527,0.0
2022-07-12,0.0586955574609563,2.095917012340815,0.027241815203165
2022-07-13,0.1937396802928067,1.0923306426183497,0.15064470180313033
2022-07-14,0.2168147335045055,1.2871890982918484,0.14415836510572322
2022-07-15,0.047939509302179,0.931892669235695,0.04892624507771865
2022-07-16,0.0646120095274354,1.3204882666535975,0.046647893036006145
2022-07-17,0.1044446908546219,1.6003965596844971,0.06126358734081166
2022-07-18,0.223667816218461,0.689692092142647,0.2448846442360279
2022-07-19,0.2114837328618317,0.5509636853044484,0.2773748429373129
2022-07-20,0.0611164370487331,0.4035298607662991,0.13153324870149405
2022-07-21,0.1277009837979411,0.2742138585407273,0.31773144543474086
2022-07-22,0.2134381835426209,0.1822224378081231,0.5394476276511048
2022-07-23,0.2177413824968855,0.1068907642498295,0.6707326574985565
2022-07-24,0.2885343522957868,0.1659807015876538,0.63481803260532
2022-07-25,0.260629277054598,0.1505523481210072,0.6338543872024677
2022-07-26,0.3209630591057993,0.1594795461439029,0.6680570282458277
2022-07-27,0.2782693631973224,0.4521736374530192,0.38095972300312064
2022-07-28,0.3187601308953582,0.2468758026159951,0.5635429293124287
2022-07-29,0.2027927771460936,0.1580269383572324,0.5620335265305764
2022-07-30,0.1758772044518484,0.1662268229999403,0.5141044546066739
2022-07-31,0.3376920400882045,0.1545376004415342,0.6860457239527054
2022-08-01,0.1873635120215575,0.1304816950194655,0.589480375575949
2022-08-02,0.2102622708998176,0.158504456137827,0.5701769044861619
2022-08-03,0.15644640486938,0.2002416986804961,0.43860841814564167
2022-08-04,0.6341922291797175,0.272665012745191,0.6993297289367969
2022-08-05,0.5019118638517132,0.078050642767708,0.865421226584694
2022-08-06,0.2340647919059736,0.2496364079706517,0.4839036826157865
2022-08-07,0.2940597975432133,1.7257975731993438,0.14558443670461174
2022-08-08,0.5041048261227314,1.0573834576467938,0.32283612458864724
2022-08-09,0.7808374530599109,0.3869632389219806,0.668639313558498
2022-08-10,0.5903750346904584,0.6569036639635812,0.47333048766690433
2022-08-11,0.3534151204498331,0.3000542725304813,0.5408288808110706
2022-08-12,0.5583597391322013,0.2823483865807753,0.6641540887435516
2022-08-13,0.754919543594797,0.4086206140015911,0.6488126247007157
2022-08-14,0.4940192445840087,0.2302682846641706,0.682076143291888
2022-08-15,0.6008220847780186,0.9222874357125712,0.39447070397439005
2022-08-16,0.9825248005592137,0.2732771602083771,0.7823883313246777
2022-08-17,0.5994213054196522,0.230962569679833,0.7218604833190406
2022-08-18,0.8645903317204349,0.4143088995541564,0.676042576754665
2022-08-19,0.9559910290202692,0.3353779687871235,0.7402926898844872
2022-08-20,0.5933600881763096,0.1314304283435787,0.8186642549151342
2022-08-21,0.2143909295503332,0.1276678717735914,0.626766300766248
2022-08-22,0.3161199673792759,0.2177212784024362,0.5921610026898099
2022-08-23,0.6334291863188698,0.1310671467013465,0.8285575207619987
2022-08-24,0.6035463537477975,0.2737705572578451,0.6879456513108473
2022-08-25,0.7600349211062255,0.4482899316128874,0.6289988320573782
2022-08-26,0.3163600732719766,0.1331841249791962,0.7037351933418067
2022-08-27,0.5211004611265025,0.2010550652455706,0.7215903529041445
2022-08-28,0.7085061360637667,0.2077829644626423,0.7732342725202441
2022-08-29,0.3568898629305656,0.3764006806440186,0.4866963934797637
2022-08-30,0.415259029874584,0.1410496609662952,0.7464543278065746
2022-08-31,0.456242345199091,0.1720348068713674,0.7261800682956007
2022-09-01,0.5133010898443104,0.1369226459251737,0.7894222582275662
