fecha,NEE_F2
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,-0.00453817944
2022-07-08,0.3447369185400001
2022-07-09,0.68315097066264
2022-07-10,1.5406717702103998
2022-07-11,2.039148706968
2022-07-12,1.39870799132544
2022-07-13,-0.0555880224311998
2022-07-14,0.565170089958
2022-07-15,1.58722071957144
2022-07-16,2.10597820056288
2022-07-17,0.5781622737527998
2022-07-18,0.86170393127304
2022-07-19,1.8003883537151997
2022-07-20,2.1859633174824
2022-07-21,1.3146823267344
2022-07-22,0.274388229432
2022-07-23,-0.1419038409067198
2022-07-24,-0.17210957860656
2022-07-25,0.33179853797352
2022-07-26,1.3436676960436795
2022-07-27,1.08884587176
2022-07-28,0.4267384538076
2022-07-29,1.8109203271992
2022-07-30,1.2038200863695998
2022-07-31,0.826511511283056
2022-08-01,1.14231579966
2022-08-02,0.493239341196
2022-08-03,0.85898134957248
2022-08-04,-0.4648746090456001
2022-08-05,-1.211965563312
2022-08-06,0.7774191488916
2022-08-07,1.6163972658647998
2022-08-08,-0.26579953848672
2022-08-09,-0.6027921611352
2022-08-10,0.4344788532167998
2022-08-11,0.4407184365767999
2022-08-12,-0.3158739998424
2022-08-13,0.05550641796384
2022-08-14,0.550070773473456
2022-08-15,0.4324893881760001
2022-08-16,-0.5039506163016
2022-08-17,-1.9009083701808
2022-08-18,0.2625286582799999
2022-08-19,0.8837277077383199
2022-08-20,0.57336935344272
2022-08-21,0.599645386044
2022-08-22,0.8269479457811999
2022-08-23,0.9821820347568
2022-08-24,1.121889718188
2022-08-25,1.1290391730144
2022-08-26,1.1918349272556
2022-08-27,-0.5837310447156001
2022-08-28,0.4701242599127998
2022-08-29,-0.43361698787352
2022-08-30,0.0288158446187998
2022-08-31,-0.1053841249908
2022-09-01,-1.3115587067675998
2022-09-02,-0.9903559318344
2022-09-03,0.6139266679346399
2022-09-04,-0.5913696269736001
2022-09-05,-0.65208753697032
2022-09-06,-1.752240157362
2022-09-07,0.3889054129463999
2022-09-08,-0.9024270957986398
2022-09-09,-0.8170653915792001
2022-09-10,2.4484765700484
2022-09-11,-0.2588820269184001
2022-09-12,-3.2717696250816
2022-09-13,-2.1482096092848
2022-09-14,-0.23919496700184
2022-09-15,0.1476776815372799
2022-09-16,-0.2613797599132801
2022-09-17,0.62907185905776
2022-09-18,-3.083419672848
2022-09-19,-3.46632100580016
2022-09-20,-3.3273719716932
2022-09-21,-2.3221361333736
2022-09-22,-0.4636239120907199
2022-09-23,-2.2332674510244
2022-09-24,-1.672114930151184
2022-09-25,-2.48881287620232
2022-09-26,-3.5285091559056
2022-09-27,-2.8235388186
2022-09-28,-0.7639080847884
2022-09-29,-0.8460149042642399
2022-09-30,-2.347491688632
2022-10-01,-0.7973665929612
2022-10-02,-1.52249154159528
2022-10-03,-1.7425766707488
2022-10-04,-0.6575793384542401
2022-10-05,-2.1190601674512
2022-10-06,-1.5654612114252
2022-10-07,-1.77953343936264
2022-10-08,-3.5999507019168
2022-10-09,-2.1123549737784
2022-10-10,-1.37552546861928
2022-10-11,-2.56028625825264
2022-10-12,-3.32089948398528
2022-10-13,-2.9824291169172
2022-10-14,-1.098923088024
2022-10-15,-1.1133261748137595
2022-10-16,-1.4975738971423198
2022-10-17,-2.2377364142904
2022-10-18,-2.42219364440976
2022-10-19,-0.9719621331048
2022-10-20,-0.6160004923780801
2022-10-21,-1.24316575067376
2022-10-22,-2.11633381130616
2022-10-23,-1.6809330771287998
2022-10-24,-0.9835607103552
2022-10-25,-1.1852523469332
2022-10-26,-2.0639550940956
2022-10-27,-2.476088727516
2022-10-28,-2.44653702467472
2022-10-29,-3.0204462797208
2022-10-30,-3.2124712621536
2022-10-31,-1.1308279519692
2022-11-01,-1.82477653451208
2022-11-02,-1.2689248907628
2022-11-03,-2.31507681310512
2022-11-04,-1.83022692338952
2022-11-05,-1.857276627487344
2022-11-06,-2.41534955793744
2022-11-07,-2.2394494706544
2022-11-08,-0.80420156016192
2022-11-09,-2.01599756937072
2022-11-10,-0.8885483736847203
2022-11-11,-0.8962641731498401
2022-11-12,-1.0628186080327198
2022-11-13,-1.84914113634072
2022-11-14,-1.7342049977402398
2022-11-15,-2.29635910605672
2022-11-16,-2.1689399787264
2022-11-17,-2.39082749913096
2022-11-18,-4.67215158590568
2022-11-19,-4.051698937446671
2022-11-20,-3.23779852962
2022-11-21,-1.9499666868864
2022-11-22,-1.56451850241192
2022-11-23,-1.936686314863008
2022-11-24,-1.503928491372
2022-11-25,-1.4920167471911998
2022-11-26,-2.5661741686776
2022-11-27,-1.42705224320256
2022-11-28,-0.4943099594908801
2022-11-29,-0.67301395977312
2022-11-30,-2.45424803606352
2022-12-01,-2.9440772641008
2022-12-02,-1.6190615883715198
2022-12-03,-2.10128767835544
2022-12-04,-1.2591939564216
2022-12-05,-2.212020986022
2022-12-06,-1.48499770999176
2022-12-07,-3.02822662229496
2022-12-08,-3.40450228930752
2022-12-09,-2.2939301684808
2022-12-10,-2.4487986654144
2022-12-11,-1.4502653557056
2022-12-12,-1.31107617291528
2022-12-13,-1.762064072316
2022-12-14,-2.1133163915604
2022-12-15,-1.7722486512612
2022-12-16,-1.10063482101216
2022-12-17,-1.36298395776096
2022-12-18,-1.7872513505496
2022-12-19,-1.6432466577177598
2022-12-20,-2.3430784759704
2022-12-21,-2.3616309629664
2022-12-22,-4.001639049803232
2022-12-23,-4.189960678572
2022-12-24,-1.93836581735112
2022-12-25,-1.05634767468456
2022-12-26,-1.6293631790592
2022-12-27,-2.087038232776944
2022-12-28,-1.72838922396912
2022-12-29,-1.9936301889096
2022-12-30,-1.16780891194368
2022-12-31,-0.9738695129184
2023-01-01,-2.2330461198074403
2023-01-02,-1.37581302384
2023-01-03,-1.74876163284528
2023-01-04,-1.7567857640008795
2023-01-05,-1.6611100545672
2023-01-06,-1.6366558767985435
2023-01-07,-1.813651869548736
2023-01-08,-1.432805224356288
2023-01-09,-1.3393200937104
2023-01-10,-1.335351305805552
2023-01-11,-1.0507469580432
2023-01-12,-1.9787629322808
2023-01-13,-2.192718311449488
2023-01-14,-2.3407745892012
2023-01-15,-1.337685537276
2023-01-16,-1.25073126582336
2023-01-17,-0.958607477429904
2023-01-18,-1.4515864844544
2023-01-19,-1.156214255501088
2023-01-20,-1.91896090512768
2023-01-21,-1.90302600267936
2023-01-22,-1.16408722246992
2023-01-23,-1.73476818734904
2023-01-24,-2.51949796149528
2023-01-25,-1.861965140544
2023-01-26,-2.30877713263968
2023-01-27,-1.54616342832
2023-01-28,-1.29624714403128
2023-01-29,-1.67329283313744
2023-01-30,-1.51860070487808
2023-01-31,-1.173002725908
2023-02-01,-1.2219636356786878
2023-02-02,-1.038161970438768
2023-02-03,-1.8705464525448
2023-02-04,-1.374933490991424
2023-02-05,-1.2671498811098878
2023-02-06,-1.09317155141304
2023-02-07,-1.78214163292368
2023-02-08,-1.9883944949256
2023-02-09,-1.7835840960069598
