test_season,n_train,n_test,predictors,Linear.R2,Linear.RMSE,Linear.MAE,Lasso.R2,Lasso.RMSE,Lasso.MAE,RF.R2,RF.RMSE,RF.MAE,SVR.R2,SVR.RMSE,SVR.MAE,HGBR.R2,HGBR.RMSE,HGBR.MAE,GPR.R2,GPR.RMSE,GPR.MAE
1.0,191,86,"['RAD_topo', 'NDVI', 'Pol_moisture']",0.6618439416659816,0.8885639586636421,0.6884706096619755,0.5216221686865582,1.056855544718094,0.786628875405607,0.5599287346344624,1.013658376190376,0.7903314293449754,0.48352175497859595,1.0981359866889777,0.8411978251078956,0.5629248495120365,1.0102018634852956,0.792819804632449,,,
2.0,186,91,"['RAD_topo', 'NDVI', 'Pol_moisture']",0.5488555683646203,0.9574058236493729,0.7603032525244614,0.5081976828180461,0.9996168069919712,0.8014093527611899,0.4897456109181433,1.018196591179458,0.8082111684282792,0.6125306868279627,0.8872722944141868,0.7092382053550375,0.49398874316652897,1.0139542347067507,0.8039811617866947,,,
3.0,177,100,"['RAD_topo', 'NDVI', 'Pol_moisture']",0.615733927265024,0.8757966350758021,0.6850754158135911,0.6099905222198749,0.8823173755125352,0.6877172212950425,0.5945443569727631,0.8996196354045124,0.6871905438654008,0.6237358183823203,0.8666299427805049,0.655776774104245,0.5164466250739064,0.9824477462559214,0.7718283778167572,,,
1.0,191,86,"['RAD_topo', 'NDVI', 'Pol_moisture']",,,,,,,,,,,,,,,,0.4699293606280486,1.1124922188858355,0.8341203204340486
2.0,186,91,"['RAD_topo', 'NDVI', 'Pol_moisture']",,,,,,,,,,,,,,,,0.6059627112878603,0.8947607507528845,0.7084291746655847
3.0,177,100,"['RAD_topo', 'NDVI', 'Pol_moisture']",,,,,,,,,,,,,,,,0.6181677966063399,0.873018663364312,0.6690000611734029
