lon,lat,accum,n_obs
-71.61172233890456,-30.643700665074004,-177.40724922461152,43.0
-71.61159137758658,-30.65046768551069,-179.6180597978529,43.0
-71.61159865094919,-30.650738114678056,-159.93195133819333,43.0
-71.61160592441021,-30.65100854383258,-128.63167558672902,43.0
-71.61161319796966,-30.651278972974293,-181.64745102580613,43.0
-71.61162047162753,-30.65154940210317,-121.13917871878044,43.0
-71.61162774538381,-30.651819831219232,-121.48558995307403,43.0
-71.61163501923852,-30.652090260322478,-115.49418916709168,43.0
-71.61164229319164,-30.65236068941289,-183.83473952271032,44.0
-71.61164956724319,-30.652631118490486,-166.9137937549129,44.0
-71.61165684139317,-30.652901547555263,-194.76745006123167,44.0
-71.61166411564156,-30.65317197660721,-123.39519660323083,44.0
-71.6116713899884,-30.65344240564634,-184.32544994260317,43.0
-71.61167866443364,-30.65371283467265,-83.0457060710669,43.0
-71.61168593897733,-30.65398326368613,-158.8606710573964,43.0
-71.61169321361943,-30.65425369268679,-167.3541228673884,43.0
-71.61191875336021,-30.63936750584153,-146.97426612985137,43.0
-71.61192602442519,-30.639637935399897,-131.014611535703,43.0
-71.61193329558854,-30.639908364945427,-149.4599908494584,43.0
-71.61194056685031,-30.64017879447814,-112.16205573056085,43.0
-71.61194783821045,-30.640449223998036,-132.81420186602168,43.0
-71.61195510966901,-30.640719653505094,-124.67532311328307,43.0
-71.61196238122595,-30.64099008299936,-145.24682521297595,43.0
-71.61196965288129,-30.641260512480795,-119.13234909079436,43.0
-71.61197692463503,-30.641530941949405,-159.53264988730956,43.0
-71.61198419648719,-30.6418013714052,-150.37264332842827,43.0
-71.61199146843772,-30.64207180084818,-132.8788085160278,43.0
-71.61199874048667,-30.642342230278324,-138.61535737476189,44.0
-71.61200601263403,-30.642612659695665,-162.81013813359752,44.0
-71.61201328487978,-30.642883089100177,-190.20931700408048,44.0
-71.61202055722396,-30.643153518491864,-100.27940850622903,44.0
-71.61202782966653,-30.64342394787074,-140.31134781154876,43.0
-71.61203510220751,-30.6436943772368,-154.74772724611873,43.0
-71.6120423748469,-30.643964806590017,-176.45729324489008,43.0
-71.61204964758471,-30.644235235930427,-174.02366728862134,43.0
-71.61189688856877,-30.65019096762879,-154.75783614178195,43.0
-71.61190416270165,-30.65046139674164,-163.4180139942239,44.0
-71.61191143693296,-30.65073182584167,-103.21407617391671,44.0
-71.61191871126272,-30.65100225492887,-91.51325107630556,43.0
-71.61192598569089,-30.651272684003253,-98.29537963827751,43.0
-71.61193326021748,-30.651543113064804,-126.97746861223636,43.0
-71.6119405348425,-30.65181354211353,-126.45665353107412,43.0
-71.61194780956598,-30.652083971149438,-110.72808531878529,43.0
-71.61195508438787,-30.652354400172527,-163.03657310543807,44.0
-71.61196235930821,-30.652624829182788,-189.05233423530635,44.0
-71.61196963432697,-30.652895258180227,-143.9869098217126,44.0
-71.61197690944418,-30.653165687164847,-162.25171465769392,43.0
-71.61198418465983,-30.653436116136643,-123.67117410635083,43.0
-71.61199145997391,-30.653706545095616,-145.12688051185756,43.0
-71.61199873538644,-30.65397697404176,-97.47465651671641,43.0
-71.61223150267188,-30.639361218330396,-103.95918672623836,43.0
-71.61223877460505,-30.63963164782142,-123.29318679720649,43.0
-71.61224604663666,-30.63990207729962,-145.06506608038742,43.0
-71.61225331876665,-30.640172506765,-153.01681683788394,43.0
-71.61226059099505,-30.64044293621756,-143.41439582314015,43.0
-71.61226786332186,-30.6407133656573,-144.20934573411296,43.0
-71.61227513574708,-30.640983795084228,-123.79727324067758,43.0
-71.61228240827072,-30.64125422449833,-95.39923255374198,43.0
-71.61228968089276,-30.641524653899605,-142.1119171859044,43.0
-71.61229695361321,-30.641795083288063,-184.55606382186483,43.0
-71.61230422643209,-30.642065512663702,-128.31447088260236,44.0
-71.61231149934936,-30.642335942026524,-133.52640195576637,44.0
-71.61231877236507,-30.642606371376527,-145.13313695718264,44.0
-71.6123260454792,-30.6428768007137,-111.5346464266937,44.0
-71.61233331869173,-30.64314723003806,-138.51252976871905,44.0
-71.61234059200268,-30.6434176593496,-119.98029862071249,43.0
-71.61234786541206,-30.64368808864832,-144.86292630385714,43.0
-71.61235513891985,-30.6439585179342,-124.67665446362457,43.0
-71.61236241252608,-30.64422894720728,-115.89907189119174,43.0
-71.61238423393529,-30.645040234949573,-147.33261155881758,44.0
-71.61239150793521,-30.64531066417136,-112.60171980676957,44.0
-71.61219512300889,-30.64964382004613,-157.38449502096412,43.0
-71.61220239781359,-30.64991424911728,-93.7097213166039,43.0
-71.61220967271672,-30.6501846781756,-138.25971371867715,44.0
-71.6122169477183,-30.65045510722111,-129.94685623626805,44.0
-71.61222422281831,-30.65072553625381,-130.17321665658167,44.0
-71.61223149801677,-30.650995965273665,-150.89273297358645,43.0
-71.61223877331366,-30.651266394280707,-127.9570406968934,43.0
-71.612246048709,-30.65153682327492,-151.72234329785883,43.0
-71.61225332420278,-30.651807252256308,-114.98622352114086,43.0
-71.612260599795,-30.65207768122488,-138.64211022683895,44.0
-71.61226787548567,-30.65234811018063,-121.04210943606043,44.0
-71.61227515127479,-30.65261853912355,-188.21189497545026,44.0
-71.61228242716236,-30.65288896805365,-129.83121763214635,44.0
-71.61228970314836,-30.653159396970924,-96.00926689428643,43.0
-71.61229697923284,-30.653429825875385,-164.2658529668087,43.0
-71.61230425541574,-30.65370025476701,-122.812290066016,43.0
-71.6123115316971,-30.653970683645813,-90.04403327513513,43.0
-71.61253697918212,-30.6390845006316,-174.16527402108653,43.0
-71.61254425188511,-30.639354930068105,-135.3234612683468,43.0
-71.61255152468652,-30.639625359491795,-192.71217482971625,43.0
-71.61255879758635,-30.639895788902653,-117.49862001585485,43.0
-71.61256607058458,-30.64016621830069,-171.53111122523939,43.0
-71.61257334368125,-30.64043664768592,-156.8912399998993,43.0
-71.61258061687631,-30.640707077058316,-143.43828723873466,43.0
-71.61258789016982,-30.6409775064179,-148.64811997370404,43.0
-71.61259516356174,-30.64124793576466,-153.2648995720732,43.0
-71.61260243705208,-30.6415183650986,-114.76763563855772,43.0
-71.61260971064084,-30.64178879441972,-179.74523621452292,43.0
-71.61261698432804,-30.642059223728012,-139.30933709752338,44.0
-71.61262425811364,-30.64232965302349,-155.81974891237306,44.0
-71.6126315319977,-30.64260008230616,-198.35796237980378,44.0
-71.61263880598017,-30.642870511575985,-119.26356722409093,44.0
-71.61264608006108,-30.643140940832996,-184.4457744139673,44.0
-71.61265335424042,-30.643411370077192,-149.08021695125186,43.0
-71.61266062851819,-30.643681799308563,-141.05736403886058,43.0
-71.61250062974615,-30.64936710095953,-102.40314265682142,44.0
-71.61250790532108,-30.64963752997616,-129.54148920449524,44.0
-71.61251518099444,-30.649907958979966,-103.89076813439978,44.0
-71.61252245676624,-30.65017838797095,-162.41125349265457,44.0
-71.6125297326365,-30.650448816949112,-183.48160153462723,44.0
-71.61253700860523,-30.65071924591446,-156.27907378699152,44.0
-71.61254428467238,-30.65098967486697,-129.78314043181228,44.0
-71.612551560838,-30.651260103806678,-149.8386916072564,43.0
-71.61255883710209,-30.65153053273353,-149.87255844451047,43.0
-71.6125661134646,-30.651800961647577,-175.30836999387998,44.0
-71.61257338992559,-30.6520713905488,-163.1721138512351,44.0
-71.61258066648503,-30.6523418194372,-106.16223611680246,44.0
-71.61258794314291,-30.652612248312774,-157.29543416937645,44.0
-71.61259521989928,-30.652882677175526,-160.12755477704823,43.0
-71.6126024967541,-30.653153106025457,-126.06175405258226,43.0
-71.61260977370738,-30.653423534862565,-107.51587952584735,43.0
-71.61261705075911,-30.65369396368684,-159.44347709774993,43.0
-71.61262432790932,-30.65396439249829,-96.27604046313644,43.0
-71.61263160515799,-30.654234821296928,-121.979646171951,43.0
-71.61264615995073,-30.65477567885572,-99.40977638626187,43.0
-71.6126534374948,-30.655046107615867,-98.81927167003774,43.0
-71.61266071513735,-30.655316536363213,-116.4009887824078,43.0
-71.61284972742877,-30.639078211685515,-143.77557018364894,43.0
-71.61285700099995,-30.63934864105467,-127.65583362776232,43.0
-71.61286427466958,-30.639619070411012,-170.80232515433494,43.0
-71.61287154843762,-30.639889499754524,-129.0764201936797,43.0
-71.6128788223041,-30.64015992908522,-130.8959977745582,43.0
-71.61288609626901,-30.640430358403098,-165.85579195694618,43.0
-71.61289337033234,-30.64070078770815,-165.553881847736,43.0
-71.61290064449412,-30.640971217000384,-167.4432645907987,43.0
-71.61290791875432,-30.64124164627979,-140.48257698397728,43.0
-71.61291519311295,-30.641512075546387,-153.2166904454454,43.0
-71.61292246757003,-30.64178250480015,-118.10109941524799,44.0
-71.61292974212556,-30.6420529340411,-176.9307570662682,44.0
-71.61266790289439,-30.6439522285271,-157.73899102436852,43.0
-71.61269700138355,-30.64503394527309,-141.20789858640796,44.0
-71.61270427625195,-30.64530437442754,-141.96610460891262,44.0
-71.61271155121877,-30.64557480356915,-145.6798892029651,43.0
-71.61279885849947,-30.64881995226844,-143.31504316426094,44.0
-71.61280613474614,-30.64909038124336,-135.29207003129667,44.0
-71.61281341109124,-30.64936081020547,-165.15145226709996,44.0
-71.6128206875348,-30.649631239154747,-150.5684431999342,44.0
-71.61282796407684,-30.649901668091204,-168.10119143699336,44.0
-71.61283524071733,-30.65017209701483,-168.72448819752384,44.0
-71.61284251745627,-30.650442525925644,-159.73331660870315,44.0
-71.6128497942937,-30.65071295482364,-174.9887996152946,44.0
-71.61285707122957,-30.6509833837088,-125.82072777699015,44.0
-71.6128643482639,-30.65125381258114,-58.646847981513844,43.0
-71.6128716253967,-30.651524241440647,-145.6377130954284,43.0
-71.61287890262797,-30.65179467028733,-134.63668608936663,44.0
-71.61288617995771,-30.6520650991212,-130.59110413193747,44.0
-71.61289345738591,-30.65233552794225,-151.13539339075626,44.0
-71.61290073491259,-30.65260595675047,-132.91812654538336,44.0
-71.61290801253774,-30.652876385545863,-120.83831215215756,43.0
-71.61291529026136,-30.65314681432843,-192.79651530955192,44.0
-71.61292256808346,-30.65341724309818,-104.59001076913992,44.0
-71.61292984600402,-30.653687671855103,-127.48813698097227,43.0
-71.61316247557696,-30.6390719219883,-104.42950008863228,43.0
-71.61316975001635,-30.639342351290097,-121.66096617689844,43.0
-71.61317702455419,-30.639612780579093,-160.66281262778722,43.0
-71.61318429919046,-30.63988320985525,-161.91517992005035,43.0
-71.61319157392518,-30.640153639118587,-134.1778624373534,43.0
-71.61319884875834,-30.640424068369107,-140.36291531739872,43.0
-71.61293701677951,-30.642323363269224,-87.24379601931597,44.0
-71.61294429153189,-30.642593792484536,-144.4178190552691,44.0
-71.61295156638272,-30.64286422168702,-143.21478882808702,44.0
-71.612958841332,-30.64313465087668,-145.41453827168863,43.0
-71.61296611637972,-30.64340508005352,-134.90775260335863,42.0
-71.61297339152588,-30.643675509217548,-154.1556814355271,42.0
-71.61300976873339,-30.645027654845308,-178.62108373586184,44.0
-71.61301704447023,-30.6452980839324,-182.49947122136092,44.0
-71.61305342463129,-30.64665022917549,-133.35435773546982,43.0
-71.61306070095887,-30.64692065818564,-94.43727377914928,43.0
-71.6130679773849,-30.64719108718296,-121.26833258210291,43.0
-71.6130752539094,-30.64746151616748,-149.91548223401222,43.0
-71.61310436099203,-30.64854323197727,-184.1931073580161,44.0
-71.61311163800883,-30.648813660897652,-153.44598956167422,44.0
-71.61311891512412,-30.649084089805225,-120.47814591857863,44.0
-71.61312619233787,-30.64935451869997,-151.08592005515777,44.0
-71.6131334696501,-30.64962494758189,-179.6353732570349,44.0
-71.61314074706078,-30.64989537645098,-184.7420508400339,44.0
-71.61314802456994,-30.650165805307253,-196.51489759597507,44.0
-71.61315530217757,-30.6504362341507,-151.94814355223687,44.0
-71.61316257988369,-30.65070666298133,-132.7255192021996,44.0
-71.61316985768828,-30.65097709179913,-131.35229110908116,44.0
-71.61317713559133,-30.65124752060411,-113.21783641788434,44.0
-71.61318441359286,-30.65151794939626,-134.23989324915334,44.0
-71.61319169169286,-30.65178837817558,-170.27104957036346,44.0
-71.61319896989137,-30.652058806942087,-118.4112721566976,44.0
-71.61293712402306,-30.6539581005992,-147.04843684197292,43.0
-71.6129444021406,-30.654228529330474,-128.3343441814833,43.0
-71.61295168035659,-30.65449895804892,-167.00061566811823,43.0
-71.61295895867106,-30.654769386754545,-150.7658614674287,43.0
-71.61296623708402,-30.65503981544733,-109.42504108656553,43.0
-71.61297351559547,-30.65531024412732,-137.94859776461485,43.0
-71.6129807942054,-30.655580672794468,-104.67707016874562,43.0
-71.61298807291381,-30.655851101448786,-123.95915614263868,43.0
-71.6129953517207,-30.65612153009028,-99.35241628575898,43.0
-71.61300263062607,-30.65639195871896,-134.16446968928696,43.0
-71.61320612368995,-30.6406944976068,-168.9818066350739,43.0
-71.61321339871999,-30.64096492683168,-176.19733646860698,43.0
-71.61322067384847,-30.641235356043733,-106.23825772213587,43.0
-71.61322794907541,-30.64150578524297,-202.75380821146615,43.0
-71.6132352244008,-30.64177621442938,-157.8588978680277,44.0
-71.61324249982464,-30.64204664360297,-105.50769130598854,44.0
-71.61324977534692,-30.64231707276373,-105.61864979497099,44.0
-71.61325705096765,-30.64258750191169,-124.91361354012167,44.0
-71.61326432668683,-30.64285793104681,-113.61640619023602,43.0
-71.61327160250448,-30.643128360169108,-98.29347298553147,43.0
-71.61327887842057,-30.6433987892786,-144.40490353924307,42.0
-71.61328615443513,-30.64366921837525,-189.5135524276182,43.0
-71.61332253598476,-30.64502136366621,-141.75735622961233,44.0
-71.61332981259008,-30.64529179268593,-119.59521235617578,44.0
-71.61336619709361,-30.646643937592213,-126.29151166289685,43.0
-71.61337347428973,-30.646914366535,-168.87669920041384,43.0
-71.6133807515843,-30.647184795464963,-148.3237749354698,43.0
-71.61338802897735,-30.64745522438211,-144.16672136162302,43.0
-71.61339530646887,-30.64772565328642,-141.1500101430653,43.0
-71.61340258405889,-30.647996082177915,-90.85728725159586,43.0
-71.61340986174736,-30.648266511056597,-127.56372534508644,44.0
-71.6134171395343,-30.64853693992244,-136.87112667349282,44.0
-71.61342441741974,-30.64880736877545,-86.3414581279349,44.0
-71.61343169540365,-30.649077797615657,-135.79481891412235,44.0
-71.61343897348603,-30.64934822644303,-141.47466712160866,44.0
-71.6134462516669,-30.649618655257587,-198.19304333883719,44.0
-71.61345352994624,-30.649889084059307,-145.380697538412,44.0
-71.61346080832408,-30.65015951284821,-131.74283057205562,44.0
-71.6134680868004,-30.65042994162429,-163.4725369620388,44.0
-71.61320624818835,-30.652329235695767,-111.9475719066267,44.0
-71.61321352658379,-30.652599664436625,-150.23430103203248,44.0
-71.61322080507773,-30.65287009316465,-143.24092292823912,44.0
-71.61322808367017,-30.65314052187986,-146.76391133374705,44.0
-71.61323536236107,-30.65341095058224,-127.26055533563131,44.0
-71.61324264115046,-30.6536813792718,-159.38947619525896,43.0
-71.61324992003834,-30.653951807948527,-105.60376470168687,43.0
-71.61325719902472,-30.65422223661244,-142.38782793827448,43.0
-71.61326447810957,-30.654492665263515,-122.41918131070132,43.0
-71.61327175729292,-30.65476309390177,-125.74154127648782,43.0
-71.61327903657478,-30.655033522527194,-86.52799606809381,43.0
-71.61328631595511,-30.65530395113981,-73.58037398265479,43.0
-71.61329359543393,-30.65557437973959,-73.35604999912921,43.0
-71.61330087501126,-30.655844808326545,-138.64849074494285,42.0
-71.61330815468709,-30.65611523690067,-123.39550021245344,42.0
-71.6133154344614,-30.65638566546197,-132.4973341486287,42.0
-71.61332271433423,-30.65665609401045,-139.06916105104798,42.0
-71.61332999430554,-30.656926522546097,-157.5466249617904,43.0
-71.61333727437535,-30.65719695106893,-190.60349135720168,43.0
-71.61348249893433,-30.639336060774387,-130.38619132390343,43.0
-71.61348977434038,-30.639606489996016,-120.87344942318524,43.0
-71.61349704984487,-30.63987691920481,-155.79689162883477,43.0
-71.61350432544782,-30.64014734840078,-151.28218961627778,43.0
-71.61351160114924,-30.64041777758394,-179.09802658780623,43.0
-71.61351887694909,-30.640688206754277,-125.9759068121039,43.0
-71.6135261528474,-30.640958635911787,-154.79785322845638,43.0
-71.61353342884419,-30.641229065056475,-122.62504081122431,43.0
-71.61354070493941,-30.64149949418835,-162.11817879901957,42.0
-71.61354798113311,-30.64176992330739,-105.2600322879672,44.0
-71.61355525742526,-30.642040352413616,-145.99316641019766,44.0
-71.61356253381588,-30.64231078150701,-190.3064765016573,44.0
-71.61356981030495,-30.642581210587604,-108.8485883454448,44.0
-71.61357708689249,-30.64285163965535,-162.7970166415965,42.0
-71.6135843635785,-30.643122068710287,-153.78509110677192,42.0
-71.61359164036298,-30.643392497752405,-150.26423657295743,42.0
-71.61363530313768,-30.64501507173581,-142.8305228493878,44.0
-71.61364258061145,-30.645285500688164,-144.09672357910864,44.0
-71.61367896945745,-30.64663764525758,-119.56324804630636,43.0
-71.6136862475221,-30.646908074132995,-117.87725716030921,43.0
-71.61369352568522,-30.647178502995583,-124.19835439150786,43.0
-71.61370080394683,-30.64744893184536,-118.59281124499591,43.0
-71.61370808230691,-30.647719360682306,-173.89884840062916,43.0
-71.6137153607655,-30.64798978950642,-127.98247086218504,43.0
-71.61372263932256,-30.64826021831772,-97.96486916950744,43.0
-71.61372991797812,-30.648530647116186,-129.50226242079762,43.0
-71.61373719673216,-30.648801075901837,-151.69235057049852,44.0
-71.6134753653752,-30.650700370387558,-105.8531977572938,44.0
-71.61348264404849,-30.650970799137976,-179.31110347683293,44.0
-71.61348992282028,-30.65124122787559,-133.2968412329721,44.0
-71.61349720169054,-30.651511656600366,-158.44774457245103,44.0
-71.61350448065929,-30.65178208531232,-160.2559107409627,44.0
-71.61351175972653,-30.65205251401145,-159.84345752940587,44.0
-71.61351903889229,-30.65232294269776,-141.9413287687146,44.0
-71.61352631815652,-30.65259337137125,-116.85698131133009,44.0
-71.61353359751924,-30.652863800031906,-152.0594160169264,44.0
-71.61354087698048,-30.653134228679733,-154.6029644890428,44.0
-71.61354815654019,-30.65340465731474,-116.30614741447614,44.0
-71.61355543619841,-30.653675085936925,-121.8192781586578,43.0
-71.61356271595514,-30.65394551454628,-147.8244022145,43.0
-71.61356999581035,-30.654215943142813,-141.27459826149217,43.0
-71.61357727576407,-30.65448637172652,-48.139688398946745,43.0
-71.61358455581629,-30.6547568002974,-158.9492528606963,43.0
-71.61359183596701,-30.65502722885545,-118.07406794341752,43.0
-71.61359911621625,-30.65529765740069,-137.73256036299423,43.0
-71.61360639656398,-30.655568085933087,-107.40876946319943,43.0
-71.61361367701024,-30.655838514452665,-189.58675918961583,42.0
-71.61362095755499,-30.65610894295942,-121.97353138986648,42.0
-71.61362823819825,-30.656379371453344,-141.28033447777565,42.0
-71.61363551894003,-30.65664979993445,-136.32892599274751,42.0
-71.61364279978031,-30.65692022840271,-140.76247645066545,43.0
-71.6136500807191,-30.65719065685816,-191.3193417764464,43.0
-71.61365736175641,-30.657461085300785,-173.4868674122821,43.0
-71.61366464289225,-30.65773151373058,-111.87603929857409,43.0
-71.61367192412658,-30.65800194214755,-84.69441910891504,43.0
-71.61379524775384,-30.639329769507537,-95.72412852918734,43.0
-71.6138025240281,-30.6396001986618,-132.37695506965812,43.0
-71.61380980040083,-30.639870627803216,-126.60703164321528,43.0
-71.61381707687201,-30.64014105693182,-131.3320209913445,43.0
-71.61382435344166,-30.640411486047608,-180.9897354046364,43.0
-71.61383163010979,-30.64068191515056,-113.9145497208524,43.0
-71.61383890687638,-30.64095234424071,-130.0225291003712,43.0
-71.61384618374143,-30.641222773318024,-112.08369746080561,43.0
-71.61385346070496,-30.64149320238252,-141.90528234575928,43.0
-71.61386073776696,-30.641763631434195,-137.26856303589236,44.0
-71.61386801492742,-30.64203406047304,-111.80916720349369,44.0
-71.61387529218638,-30.642304489499068,-124.16960997876113,44.0
-71.61388256954379,-30.64257491851228,-136.31153858262766,43.0
-71.6138898469997,-30.642845347512655,-143.3145653969694,42.0
-71.61389712455406,-30.643115776500217,-107.21753826796743,42.0
-71.61390440220691,-30.64338620547496,-156.70878822895617,43.0
-71.61394807019212,-30.6450087790541,-129.66680835768489,43.0
-71.61399174172283,-30.646631352171596,-118.13103825559571,43.0
-71.613999020656,-30.646901780979626,-134.2709410691016,43.0
-71.61400629968766,-30.64717220977484,-160.79292372889233,43.0
-71.61374447558468,-30.64907150467466,-190.31107863602875,44.0
-71.6137517545357,-30.649341933434656,-166.3008216429449,44.0
-71.61375903358523,-30.649612362181838,-134.74013692567755,44.0
-71.61376631273323,-30.649882790916184,-153.93853865558148,44.0
-71.61377359197974,-30.650153219637705,-174.33551983958102,44.0
-71.61378087132475,-30.650423648346404,-159.31337867776423,44.0
-71.61378815076824,-30.650694077042296,-192.27252625919766,44.0
-71.61379543031023,-30.65096450572534,-157.04651539958206,44.0
-71.61380270995073,-30.65123493439557,-76.67946196805872,44.0
-71.61380998968973,-30.651505363052976,-97.95120791858682,44.0
-71.61381726952723,-30.65177579169755,-92.87931850859799,44.0
-71.61382454946323,-30.6520462203293,-138.6008178874601,44.0
-71.61383182949773,-30.652316648948226,-126.59482999094749,44.0
-71.61383910963075,-30.65258707755433,-161.36265778024122,44.0
-71.61384638986226,-30.65285750614761,-124.6881910037486,44.0
-71.61385367019228,-30.65312793472806,-138.00513469872718,43.0
-71.61386095062082,-30.65339836329569,-194.48998594735193,43.0
-71.61386823114786,-30.65366879185049,-122.63417695829229,43.0
-71.61387551177341,-30.653939220392463,-168.79419416432208,43.0
-71.61388279249748,-30.65420964892161,-146.80728800695832,43.0
-71.61389007332005,-30.65448007743794,-93.50657502222397,43.0
-71.61389735424115,-30.65475050594144,-140.08349240405968,43.0
-71.61390463526077,-30.6550209344321,-116.21160577498325,43.0
-71.61391191637888,-30.655291362909956,-82.72362172548316,42.0
-71.61391919759554,-30.65556179137497,-71.89019641322132,42.0
-71.61392647891068,-30.65583221982716,-145.6048128506645,42.0
-71.61393376032437,-30.65610264826653,-103.29515798992725,42.0
-71.61394104183658,-30.656373076693068,-141.96331131424398,42.0
-71.61394832344729,-30.656643505106786,-152.048487335016,42.0
-71.61395560515655,-30.656913933507667,-147.14272475407728,42.0
-71.61396288696433,-30.65718436189573,-166.76614066459823,42.0
-71.61397016887062,-30.657454790270968,-116.82148739328603,43.0
-71.61397745087545,-30.657725218633377,-153.48935767512148,43.0
-71.6139847329788,-30.65799564698296,-143.23996090852626,43.0
-71.6139920151807,-30.65826607531972,-134.90871856718744,43.0
