lon,lat,accum,n_obs
-71.61379524775384,-30.639329769507537,-153.64851589322157,34.0
-71.6138025240281,-30.6396001986618,-156.8662629423008,34.0
-71.61380980040083,-30.639870627803216,-134.8638246791944,34.0
-71.61381707687201,-30.64014105693182,-124.07754505442797,34.0
-71.61382435344166,-30.640411486047608,-147.73106914778282,34.0
-71.61383163010979,-30.64068191515056,-172.60659159971402,34.0
-71.61383890687638,-30.64095234424071,-203.38071628297308,34.0
-71.61384618374143,-30.641222773318024,-170.45985996140448,34.0
-71.61385346070496,-30.64149320238252,-127.03233855690046,34.0
-71.61386073776696,-30.641763631434195,-94.38871579546088,34.0
-71.61386801492742,-30.64203406047304,-165.12499538372998,34.0
-71.61387529218638,-30.642304489499068,-127.00896970562935,34.0
-71.61388256954379,-30.64257491851228,-223.06991289433086,34.0
-71.6138898469997,-30.642845347512655,-158.44750943617905,34.0
-71.61389712455406,-30.643115776500217,-144.81186891571787,33.0
-71.61390440220691,-30.64338620547496,-140.22983389645702,33.0
-71.61394807019212,-30.6450087790541,-219.59286927508944,34.0
-71.61399174172283,-30.646631352171596,-168.54198913117187,34.0
-71.613999020656,-30.646901780979626,-173.51438686130143,34.0
-71.61400629968766,-30.64717220977484,-157.89619692427166,34.0
-71.61374447558468,-30.64907150467466,-175.78240051032006,34.0
-71.6137517545357,-30.649341933434656,-207.37416134888187,34.0
-71.61375903358523,-30.649612362181838,-246.08799508110837,34.0
-71.61376631273323,-30.649882790916184,-183.01211682150108,34.0
-71.61377359197974,-30.650153219637705,-138.7517917252451,34.0
-71.61378087132475,-30.650423648346404,-156.4995779221961,34.0
-71.61378815076824,-30.650694077042296,-179.84743146104415,34.0
-71.61379543031023,-30.65096450572534,-196.83973539824058,34.0
-71.61380270995073,-30.65123493439557,-118.25592836164432,34.0
-71.61380998968973,-30.651505363052976,-140.44241739061505,34.0
-71.61381726952723,-30.65177579169755,-116.85826326379969,34.0
-71.61382454946323,-30.6520462203293,-167.63101974434235,34.0
-71.61383182949773,-30.652316648948226,-157.56547383956735,34.0
-71.61383910963075,-30.65258707755433,-178.42483469297596,34.0
-71.61384638986226,-30.65285750614761,-160.41836459736984,34.0
-71.61385367019228,-30.65312793472806,-155.23559502701448,34.0
-71.61386095062082,-30.65339836329569,-153.97514312225258,34.0
-71.61386823114786,-30.65366879185049,-133.40912184488454,34.0
-71.61387551177341,-30.653939220392463,-93.54281804173006,34.0
-71.61388279249748,-30.65420964892161,-128.6675255866413,34.0
-71.61389007332005,-30.65448007743794,-147.75919707438024,34.0
-71.61389735424115,-30.65475050594144,-110.66356573139178,34.0
-71.61390463526077,-30.6550209344321,-142.2759849440104,34.0
-71.61391191637888,-30.655291362909956,-203.6742364701106,34.0
-71.61391919759554,-30.65556179137497,-178.29390035963425,34.0
-71.61392647891068,-30.65583221982716,-149.43243940755877,34.0
-71.61393376032437,-30.65610264826653,-127.79089570516533,34.0
-71.61394104183658,-30.656373076693068,-163.4928532533164,34.0
-71.61394832344729,-30.656643505106786,-148.2672190278074,34.0
-71.61395560515655,-30.656913933507667,-145.64674686144744,34.0
-71.61396288696433,-30.65718436189573,-129.7639498681099,34.0
-71.61397016887062,-30.657454790270968,-143.9936475428213,34.0
-71.61397745087545,-30.657725218633377,-175.8906916575614,34.0
