lon,lat,accum,n_obs
-71.61264615995073,-30.65477567885572,-22.263972363408048,43.0
-71.6126534374948,-30.655046107615867,-26.17048793505871,43.0
-71.61266071513735,-30.655316536363213,-74.0757747913383,43.0
-71.61284972742877,-30.639078211685515,-142.9249473644741,43.0
-71.61285700099995,-30.63934864105467,-116.57945047553955,43.0
-71.61286427466958,-30.639619070411012,-171.23364713702253,43.0
-71.61287154843762,-30.639889499754524,-187.98437183092332,43.0
-71.6128788223041,-30.64015992908522,-200.0284141066756,43.0
-71.61288609626901,-30.640430358403098,-211.9523318052574,43.0
-71.61289337033234,-30.64070078770815,-214.08002537072855,43.0
-71.61290064449412,-30.640971217000384,-224.22723322702632,43.0
-71.61290791875432,-30.64124164627979,-213.64250888174487,43.0
-71.61291519311295,-30.641512075546387,-214.2986842988999,43.0
-71.61292246757003,-30.64178250480015,-212.99106952813216,44.0
-71.61292974212556,-30.6420529340411,-151.55015798780298,44.0
-71.61266790289439,-30.6439522285271,-183.60368303314246,43.0
-71.61269700138355,-30.64503394527309,-181.19540421169256,44.0
-71.61270427625195,-30.64530437442754,-189.20174425442363,44.0
-71.61271155121877,-30.64557480356915,-206.02767378328457,43.0
-71.61279885849947,-30.64881995226844,-115.01047561108284,44.0
-71.61280613474614,-30.64909038124336,-88.14519326219347,44.0
-71.61281341109124,-30.64936081020547,-62.96304588668887,44.0
-71.6128206875348,-30.649631239154747,-98.49465646431089,44.0
-71.61282796407684,-30.649901668091204,-105.09702899315751,44.0
-71.61283524071733,-30.65017209701483,-146.79924917583867,44.0
-71.61284251745627,-30.650442525925644,-145.181082770088,44.0
-71.6128497942937,-30.65071295482364,-165.09336465820795,44.0
-71.61285707122957,-30.6509833837088,-177.23153393907367,44.0
-71.6128643482639,-30.65125381258114,-150.11384426045672,43.0
-71.6128716253967,-30.651524241440647,-153.47933272270453,43.0
-71.61287890262797,-30.65179467028733,-132.82932252437502,44.0
-71.61288617995771,-30.6520650991212,-140.11194292472166,44.0
-71.61289345738591,-30.65233552794225,-142.65333540590876,44.0
-71.61290073491259,-30.65260595675047,-166.34132119177966,44.0
-71.61290801253774,-30.652876385545863,-192.67351671283063,43.0
-71.61291529026136,-30.65314681432843,-224.1486843176901,44.0
-71.61292256808346,-30.65341724309818,-152.11702365565148,44.0
-71.61292984600402,-30.653687671855103,-145.499742061707,43.0
-71.61316247557696,-30.6390719219883,-158.8006858169651,43.0
-71.61316975001635,-30.639342351290097,-143.98166048196543,43.0
-71.61317702455419,-30.639612780579093,-167.2917237084576,43.0
-71.61318429919046,-30.63988320985525,-187.12366077252537,43.0
-71.61319157392518,-30.640153639118587,-211.45586628750243,43.0
-71.61319884875834,-30.640424068369107,-188.82755209700076,43.0
-71.61293701677951,-30.642323363269224,-123.59220470249845,44.0
-71.61294429153189,-30.642593792484536,-158.2897421980662,44.0
-71.61295156638272,-30.64286422168702,-187.12764449678758,44.0
-71.612958841332,-30.64313465087668,-173.2121555322122,43.0
-71.61296611637972,-30.64340508005352,-194.75391655437244,42.0
-71.61297339152588,-30.643675509217548,-195.97141576103124,42.0
-71.61300976873339,-30.645027654845308,-194.57837237570715,44.0
-71.61301704447023,-30.6452980839324,-187.94854745596632,44.0
-71.61305342463129,-30.64665022917549,-149.52016807787987,43.0
-71.61306070095887,-30.64692065818564,-125.81123971674675,43.0
-71.6130679773849,-30.64719108718296,-168.4962998868877,43.0
-71.6130752539094,-30.64746151616748,-206.2742649184629,43.0
-71.61310436099203,-30.64854323197727,-215.5416974106789,44.0
-71.61311163800883,-30.648813660897652,-177.86799676987596,44.0
-71.61311891512412,-30.649084089805225,-126.53249465214206,44.0
-71.61312619233787,-30.64935451869997,-123.32081892883302,44.0
-71.6131334696501,-30.64962494758189,-175.53615389928035,44.0
-71.61314074706078,-30.64989537645098,-166.052278500752,44.0
-71.61314802456994,-30.650165805307253,-153.75247581025747,44.0
-71.61315530217757,-30.6504362341507,-153.61947242468187,44.0
-71.61316257988369,-30.65070666298133,-158.57346022090525,44.0
-71.61316985768828,-30.65097709179913,-170.38602789507482,44.0
-71.61317713559133,-30.65124752060411,-167.40025642519439,44.0
-71.61318441359286,-30.65151794939626,-156.6422363013872,44.0
-71.61319169169286,-30.65178837817558,-157.52809428607114,44.0
-71.61319896989137,-30.652058806942087,-185.2327489691885,44.0
-71.61293712402306,-30.6539581005992,-107.53261233960353,43.0
-71.6129444021406,-30.654228529330474,-111.02224145264306,43.0
-71.61295168035659,-30.65449895804892,-103.72086987687378,43.0
-71.61295895867106,-30.654769386754545,-31.530596753103445,43.0
-71.61296623708402,-30.65503981544733,9.464140062001649,43.0
-71.61297351559547,-30.65531024412732,-26.368348980349506,43.0
-71.6129807942054,-30.655580672794468,-71.27631369887848,43.0
-71.61298807291381,-30.655851101448786,-79.29729072788366,43.0
-71.6129953517207,-30.65612153009028,-74.00347606590599,43.0
-71.61300263062607,-30.65639195871896,-99.13818772904001,43.0
-71.61320612368995,-30.6406944976068,-170.15117649069822,43.0
-71.61321339871999,-30.64096492683168,-182.59970960739787,43.0
-71.61322067384847,-30.641235356043733,-173.6995774303606,43.0
-71.61322794907541,-30.64150578524297,-187.23376143389584,43.0
-71.6132352244008,-30.64177621442938,-186.58172648306515,44.0
-71.61324249982464,-30.64204664360297,-154.91470781342156,44.0
-71.61324977534692,-30.64231707276373,-128.27652743151214,44.0
-71.61325705096765,-30.64258750191169,-156.20551932718345,44.0
-71.61326432668683,-30.64285793104681,-169.78713314724519,43.0
-71.61327160250448,-30.643128360169108,-205.9475556079456,43.0
-71.61327887842057,-30.6433987892786,-195.31560514868872,42.0
-71.61328615443513,-30.64366921837525,-208.22277207050007,43.0
-71.61332253598476,-30.64502136366621,-208.59466294129172,44.0
-71.61332981259008,-30.64529179268593,-201.34687283000153,44.0
-71.61336619709361,-30.646643937592213,-186.79539937454638,43.0
-71.61337347428973,-30.646914366535,-158.51566922805614,43.0
-71.6133807515843,-30.647184795464963,-193.25731477077204,43.0
-71.61338802897735,-30.64745522438211,-201.11098789387427,43.0
-71.61339530646887,-30.64772565328642,-215.42716417450788,43.0
-71.61340258405889,-30.647996082177915,-181.62896278578435,43.0
-71.61340986174736,-30.648266511056597,-191.73076932935774,44.0
-71.6134171395343,-30.64853693992244,-203.43550237931265,44.0
-71.61342441741974,-30.64880736877545,-177.74965689568083,44.0
-71.61343169540365,-30.649077797615657,-170.00033781542876,44.0
-71.61343897348603,-30.64934822644303,-167.59595225393463,44.0
-71.6134462516669,-30.649618655257587,-158.91199694674907,44.0
-71.61345352994624,-30.649889084059307,-159.98590916191358,44.0
-71.61346080832408,-30.65015951284821,-153.93662915706253,44.0
-71.6134680868004,-30.65042994162429,-162.85599210778642,44.0
-71.61320624818835,-30.652329235695767,-190.0087879118206,44.0
-71.61321352658379,-30.652599664436625,-199.7221956057769,44.0
-71.61322080507773,-30.65287009316465,-218.29094432456995,44.0
-71.61322808367017,-30.65314052187986,-214.14778232977707,44.0
-71.61323536236107,-30.65341095058224,-111.87938772341128,44.0
-71.61324264115046,-30.6536813792718,-116.2184632689911,43.0
-71.61324992003834,-30.653951807948527,-135.02762200312674,43.0
-71.61325719902472,-30.65422223661244,-118.06495432970321,43.0
-71.61326447810957,-30.654492665263515,-81.43925878227839,43.0
-71.61327175729292,-30.65476309390177,-59.50568328708393,43.0
-71.61327903657478,-30.655033522527194,1.1787996009815824,43.0
-71.61328631595511,-30.65530395113981,14.465473593179894,43.0
-71.61329359543393,-30.65557437973959,-5.89616222168181,43.0
-71.61330087501126,-30.655844808326545,-51.01122727588129,42.0
-71.61330815468709,-30.65611523690067,-74.43369976986176,42.0
-71.6133154344614,-30.65638566546197,-75.95080481465996,42.0
-71.61332271433423,-30.65665609401045,-102.76694900420192,42.0
-71.61332999430554,-30.656926522546097,-130.17554149452044,43.0
-71.61333727437535,-30.65719695106893,-125.72023899335842,43.0
-71.61348249893433,-30.639336060774387,-165.46591332338852,43.0
-71.61348977434038,-30.639606489996016,-169.44048334923798,43.0
-71.61349704984487,-30.63987691920481,-184.5293980969308,43.0
-71.61350432544782,-30.64014734840078,-198.00990072099438,43.0
-71.61351160114924,-30.64041777758394,-179.02273400843703,43.0
-71.61351887694909,-30.640688206754277,-186.8339055689085,43.0
-71.6135261528474,-30.640958635911787,-184.31344952199413,43.0
-71.61353342884419,-30.641229065056475,-192.4930905677104,43.0
-71.61354070493941,-30.64149949418835,-179.58683618431655,42.0
-71.61354798113311,-30.64176992330739,-167.03779300696192,44.0
-71.61355525742526,-30.642040352413616,-170.1176175929383,44.0
-71.61356253381588,-30.64231078150701,-136.32723018071457,44.0
-71.61356981030495,-30.642581210587604,-146.7743848504228,44.0
-71.61357708689249,-30.64285163965535,-161.35790557339072,42.0
-71.6135843635785,-30.643122068710287,-203.65931928583805,42.0
-71.61359164036298,-30.643392497752405,-204.3814197286749,42.0
-71.61363530313768,-30.64501507173581,-200.23489065117568,44.0
-71.61364258061145,-30.645285500688164,-188.69624164575458,44.0
-71.61367896945745,-30.64663764525758,-181.30796564736508,43.0
-71.6136862475221,-30.646908074132995,-175.18869360499838,43.0
-71.61369352568522,-30.647178502995583,-200.8579833618884,43.0
-71.61370080394683,-30.64744893184536,-200.62123571839408,43.0
-71.61370808230691,-30.647719360682306,-213.73257623745965,43.0
-71.6137153607655,-30.64798978950642,-191.5883714040695,43.0
-71.61372263932256,-30.64826021831772,-172.80540143799155,43.0
-71.61372991797812,-30.648530647116186,-184.47148389265917,43.0
-71.61373719673216,-30.648801075901837,-192.24672649607896,44.0
-71.6134753653752,-30.650700370387558,-179.5067867261794,44.0
-71.61348264404849,-30.650970799137976,-182.47886955626527,44.0
-71.61348992282028,-30.65124122787559,-160.11632979551422,44.0
-71.61349720169054,-30.651511656600366,-182.14953985454545,44.0
-71.61350448065929,-30.65178208531232,-175.6758264159089,44.0
-71.61351175972653,-30.65205251401145,-193.2695332613285,44.0
-71.61351903889229,-30.65232294269776,-189.33749111199617,44.0
-71.61352631815652,-30.65259337137125,-204.64810764452898,44.0
-71.61353359751924,-30.652863800031906,-204.71912125695343,44.0
-71.61354087698048,-30.653134228679733,-204.88535803335623,44.0
-71.61354815654019,-30.65340465731474,-135.11515993884944,44.0
-71.61355543619841,-30.653675085936925,-97.08600058375757,43.0
-71.61356271595514,-30.65394551454628,-99.16769009066104,43.0
-71.61356999581035,-30.654215943142813,-102.46537994397971,43.0
-71.61357727576407,-30.65448637172652,-44.31355273784282,43.0
-71.61358455581629,-30.6547568002974,-59.022504508360775,43.0
-71.61359183596701,-30.65502722885545,-38.69150069728201,43.0
-71.61359911621625,-30.65529765740069,1.2986613973833765,43.0
-71.61360639656398,-30.655568085933087,-20.047699904175847,43.0
-71.61361367701024,-30.655838514452665,-62.22266451118477,42.0
-71.61362095755499,-30.65610894295942,-59.956860336931896,42.0
-71.61362823819825,-30.656379371453344,-64.27615149008932,42.0
-71.61363551894003,-30.65664979993445,-101.79064560622857,42.0
-71.61364279978031,-30.65692022840271,-159.25692721660897,43.0
-71.6136500807191,-30.65719065685816,-118.84872882073269,43.0
-71.61365736175641,-30.657461085300785,-102.77005566779773,43.0
-71.61366464289225,-30.65773151373058,-84.63261611411451,43.0
-71.61367192412658,-30.65800194214755,-13.821863108954267,43.0
-71.61379524775384,-30.639329769507537,-152.9760334155925,43.0
-71.6138025240281,-30.6396001986618,-173.11244415682282,43.0
-71.61380980040083,-30.639870627803216,-185.191549248583,43.0
-71.61381707687201,-30.64014105693182,-177.05221449674875,43.0
-71.61382435344166,-30.640411486047608,-183.07787691847446,43.0
-71.61383163010979,-30.64068191515056,-182.90476748926733,43.0
-71.61383890687638,-30.64095234424071,-179.67276299728445,43.0
-71.61384618374143,-30.641222773318024,-186.52586484817948,43.0
-71.61385346070496,-30.64149320238252,-184.94607519687656,43.0
-71.61386073776696,-30.641763631434195,-169.47307186763393,44.0
-71.61386801492742,-30.64203406047304,-182.75148202760911,44.0
-71.61387529218638,-30.642304489499068,-153.13188280874337,44.0
-71.61388256954379,-30.64257491851228,-146.36865893436962,43.0
-71.6138898469997,-30.642845347512655,-149.5081091894851,42.0
-71.61389712455406,-30.643115776500217,-186.56191229781885,42.0
-71.61390440220691,-30.64338620547496,-220.09226615653876,43.0
-71.61394807019212,-30.6450087790541,-197.65956393648815,43.0
-71.61399174172283,-30.646631352171596,-182.92784309028727,43.0
-71.613999020656,-30.646901780979626,-152.58554996146225,43.0
-71.61400629968766,-30.64717220977484,-199.21130032509384,43.0
-71.61374447558468,-30.64907150467466,-185.11975100377177,44.0
-71.6137517545357,-30.649341933434656,-161.81179553197876,44.0
-71.61375903358523,-30.649612362181838,-176.73191555801668,44.0
-71.61376631273323,-30.649882790916184,-188.4813582710699,44.0
-71.61377359197974,-30.650153219637705,-194.16069096271465,44.0
-71.61378087132475,-30.650423648346404,-190.1365080597013,44.0
-71.61378815076824,-30.650694077042296,-193.464211476502,44.0
-71.61379543031023,-30.65096450572534,-206.94410959431113,44.0
-71.61380270995073,-30.65123493439557,-175.5589162530133,44.0
-71.61380998968973,-30.651505363052976,-183.98523886952293,44.0
-71.61381726952723,-30.65177579169755,-192.07694436750805,44.0
-71.61382454946323,-30.6520462203293,-187.27777226685603,44.0
-71.61383182949773,-30.652316648948226,-181.08340275633944,44.0
-71.61383910963075,-30.65258707755433,-207.72381794011147,44.0
-71.61384638986226,-30.65285750614761,-220.1760374085559,44.0
-71.61385367019228,-30.65312793472806,-211.5636559798956,43.0
-71.61386095062082,-30.65339836329569,-167.92724065740606,43.0
-71.61386823114786,-30.65366879185049,-142.51571281463958,43.0
-71.61387551177341,-30.653939220392463,-136.22149100948627,43.0
-71.61388279249748,-30.65420964892161,-112.33405596037412,43.0
-71.61389007332005,-30.65448007743794,-44.650166447757634,43.0
-71.61389735424115,-30.65475050594144,-48.68003602996868,43.0
-71.61390463526077,-30.6550209344321,-65.97663011656533,43.0
-71.61391191637888,-30.655291362909956,-51.9835582735274,42.0
-71.61391919759554,-30.65556179137497,-52.66007853464031,42.0
-71.61392647891068,-30.65583221982716,-124.0120239916134,42.0
-71.61393376032437,-30.65610264826653,-93.19069317922325,42.0
-71.61394104183658,-30.656373076693068,-97.55669753323298,42.0
-71.61394832344729,-30.656643505106786,-87.20349162107142,42.0
-71.61395560515655,-30.656913933507667,-98.70634134457381,42.0
-71.61396288696433,-30.65718436189573,-80.68751922301067,42.0
-71.61397016887062,-30.657454790270968,-72.98169603903743,43.0
-71.61397745087545,-30.657725218633377,-118.27039690489543,43.0
-71.6139847329788,-30.65799564698296,-65.36402875738843,43.0
-71.6139920151807,-30.65826607531972,-33.823179131259046,43.0
