TEST_SEASON,R2,RMSE,MAE,COEFFICIENTS,INTERCEPT
1.0,0.6618439416659818,0.8885639586636418,0.6884706096619752,"{""RAD_topo"": -0.12242908855716701, ""NDVI"": -6.1239994506900945, ""Pol_moisture"": 1.1352133024575914}",3.728160516301119
2.0,0.5488555683646203,0.9574058236493729,0.7603032525244612,"{""RAD_topo"": -0.1252228186884385, ""NDVI"": -5.777536714750361, ""Pol_moisture"": -0.02144592773003902}",4.108356314141058
3.0,0.6157339272650244,0.8757966350758015,0.6850754158135911,"{""RAD_topo"": -0.1336095840656858, ""NDVI"": -6.089311241027602, ""Pol_moisture"": -3.3506455506186215}",5.247781521630474
